朝市,アサイチ
電極,デンキョク
天気予報,テンキヨホウ
転勤,テンキン
てんぐ,テング
天空,テンクウ
典型,テンケイ
電撃,デンゲキ
点検,テンケン
電源,デンゲン
転校,テンコウ
天候,テンコウ
転向,テンコウ
天国,テンゴク
伝言,デンゴン
天才,テンサイ
天災,テンサイ
添削,テンサク
天使,テンシ
展示,テンジ
点字,テンジ
電子顕微鏡,デンシケンビキョウ
電磁波,デンジハ
転写,テンシャ
電車,デンシャ
店主,テンシュ
伝授,デンジュ
天守閣,テンシュカク
転出,テンシュツ
天井,テンジョウ
添乗,テンジョウ
伝承,デンショウ
添乗員,テンジョウイン
転職,テンショク
天職,テンショク
テンション,テンション
電子レンジ,デンシレンジ
転身,テンシン
電信,デンシン
点数,テンスウ
天性,テンセイ
伝説,デンセツ
電線,デンセン
伝染,デンセン
伝染病,デンセンビョウ
転送,テンソウ
天体,テンタイ
電卓,デンタク
伝達,デンタツ
天地,テンチ
電池,デンチ
電柱,デンチュウ
てんで,テンデ
天敵,テンテキ
電鉄,デンテツ
テント,テント
店頭,テントウ
転倒,テントウ
伝統,デントウ
電灯,デントウ
電動,デンドウ
伝導,デンドウ
天丼,テンドン
店内,テンナイ
転入,テンニュウ
天然,テンネン
天然ガス,テンネンガス
天皇,テンノウ
天皇制,テンノウセイ
天皇陛下,テンノウヘイカ
電波,デンパ
転売,テンバイ
天罰,テンバツ
伝票,デンピョウ
天びん,テンビン
添付,テンプ
天ぷら,テンプラ
テンポ,テンポ
店舗,テンポ
展望,テンボウ
電報,デンポウ
点滅,テンメツ
天文,テンモン
天文学,テンモンガク
転用,テンヨウ
伝来,デンライ
転落,テンラク
展覧,テンラン
展覧会,テンランカイ
電流,デンリュウ
電力,デンリョク
電話,デンワ
電話機,デンワキ
電話局,デンワキョク
電話番号,デンワバンゴウ
都,ト
戸,ト
斗,ト
度,ド
度,ド
ド,ド
度,ド
ドア,ドア
度合い,ドアイ
問い,トイ
問い合わせ,トイアワセ
吐息,トイキ
トイレ,トイレ
トイレット,トイレット
トイレットペーパー,トイレットペーパー
塔,トウ
糖,トウ
筒,トウ
動,ドウ
銅,ドウ
堂,ドウ
胴,ドウ
答案,トウアン
同意,ドウイ
統一,トウイツ
同一,ドウイツ
同一,ドウイツ
動員,ドウイン
投影,トウエイ
同音,ドウオン
投下,トウカ
同化,ドウカ
銅貨,ドウカ
倒壊,トウカイ
東海,トウカイ
東海道,トウカイドウ
同額,ドウガク
唐辛子,トウガラシ
投函,トウカン
同感,ドウカン
童顔,ドウガン
冬季,トウキ
登記,トウキ
陶器,トウキ
投棄,トウキ
討議,トウギ
同期,ドウキ
動機,ドウキ
同期,ドウキ
投球,トウキュウ
等級,トウキュウ
同級,ドウキュウ
同級生,ドウキュウセイ
同居,ドウキョ
同業,ドウギョウ
当局,トウキョク
道具,ドウグ
洞窟,ドウクツ
峠,トウゲ
統計,トウケイ
陶芸,トウゲイ
凍結,トウケツ
登校,トウコウ
投稿,トウコウ
統合,トウゴウ
同行,ドウコウ
動向,ドウコウ
瞳孔,ドウコウ
動作,ドウサ
搭載,トウサイ
東西,トウザイ
盗作,トウサク
父さん,トウサン
倒産,トウサン
投資,トウシ
透視,トウシ
当時,トウジ
動詞,ドウシ
同士,ドウシ
同士,ドウシ
同志,ドウシ
同時,ドウジ
陶磁器,トウジキ
当事者,トウジシャ
同時代,ドウジダイ
当日,トウジツ
同質,ドウシツ
同日,ドウジツ
当社,トウシャ
党首,トウシュ
投手,トウシュ
同種,ドウシュ
踏襲,トウシュウ
当初,トウショ
投書,トウショ
搭乗,トウジョウ
登場,トウジョウ
同乗,ドウジョウ
同情,ドウジョウ
同上,ドウジョウ
道場,ドウジョウ
動植物,ドウショクブツ
等身,トウシン
統制,トウセイ
同性,ドウセイ
同姓,ドウセイ
同棲,ドウセイ
同性愛,ドウセイアイ
投石,トウセキ
当選,トウセン
当然,トウゼン
当然,トウゼン
同然,ドウゼン
逃走,トウソウ
闘争,トウソウ
同窓,ドウソウ
銅像,ドウゾウ
同窓会,ドウソウカイ
盗賊,トウゾク
同族,ドウゾク
灯台,トウダイ
到達,トウタツ
当地,トウチ
統治,トウチ
到着,トウチャク
登頂,トウチョウ
盗聴,トウチョウ
同調,ドウチョウ
当店,トウテン
同点,ドウテン
同等,ドウトウ
道徳,ドウトク
道徳的,ドウトクテキ
胴長,ドウナガ
東南,トウナン
盗難,トウナン
東南アジア,トウナンアジア
豆乳,トウニュウ
投入,トウニュウ
導入,ドウニュウ
糖尿,トウニョウ
糖尿病,トウニョウビョウ
当人,トウニン
同年,ドウネン
頭髪,トウハツ
当番,トウバン
同伴,ドウハン
逃避,トウヒ
投票,トウヒョウ
豆腐,トウフ
東部,トウブ
頭部,トウブ
同封,ドウフウ
動物,ドウブツ
動物園,ドウブツエン
動物性,ドウブツセイ
等分,トウブン
糖分,トウブン
答弁,トウベン
東方,トウホウ
当方,トウホウ
逃亡,トウボウ
東北,トウホク
東北,トウホク
東北地方,トウホクチホウ
動脈,ドウミャク
動脈硬化,ドウミャクコウカ
同名,ドウメイ
同盟,ドウメイ
銅メダル,ドウメダル
当面,トウメン
とうもろこし,トウモロコシ
灯油,トウユ
東洋,トウヨウ
同様,ドウヨウ
童謡,ドウヨウ
動揺,ドウヨウ
到来,トウライ
同僚,ドウリョウ
同量,ドウリョウ
動力,ドウリョク
盗塁,トウルイ
同類,ドウルイ
道路,ドウロ
登録,トウロク
登録商標,トウロクショウヒョウ
討論,トウロン
童話,ドウワ
当惑,トウワク
都営,トエイ
十,トオ
十日,トオカ
遠く,トオク
トースター,トースター
トースト,トースト
トータル,トータル
遠出,トオデ
ドーナツ,ドーナツ
トーナメント,トーナメント
ドーピング,ドーピング
遠吠え,トオボエ
遠回し,トオマワシ
遠回り,トオマワリ
ドーム,ドーム
遠目,トオメ
通り,トオリ
通り,トオリ
通り掛かり,トオリガカリ
通り抜け,トオリヌケ
トーン,トーン
都会,トカイ
トカゲ,トカゲ
時,トキ
土器,ドキ
溶き卵,トキタマゴ
時に,トキニ
ときめき,トキメキ
ドキュメンタリー,ドキュメンタリー
度胸,ドキョウ
徒競走,トキョウソウ
得,トク
徳,トク
独,ドク
毒,ドク
得意,トクイ
特異,トクイ
独学,ドクガク
毒ガス,ドクガス
特技,トクギ
独裁,ドクサイ
得策,トクサク
特撮,トクサツ
特産,トクサン
独自,ドクジ
読者,ドクシャ
特殊,トクシュ
特殊,トクシュ
特集,トクシュウ
読書,ドクショ
特色,トクショク
独身,ドクシン
特性,トクセイ
特製,トクセイ
毒性,ドクセイ
毒舌,ドクゼツ
独占,ドクセン
独走,ドクソウ
独創,ドクソウ
ドクター,ドクター
特大,トクダイ
独断,ドクダン
戸口,トグチ
特注,トクチュウ
特徴,トクチョウ
特長,トクチョウ
特定,トクテイ
得点,トクテン
特典,トクテン
独特,ドクトク
特売,トクバイ
特派員,トクハイン
特筆,トクヒツ
特別,トクベツ
読本,トクホン
匿名,トクメイ
特約,トクヤク
特有,トクユウ
独立,ドクリツ
独立国,ドクリツコク
とげ,トゲ
時計,トケイ
時計台,トケイダイ
どこ,ドコ
渡航,トコウ
どこか,ドコカ
とことん,トコトン
床の間,トコノマ
床屋,トコヤ
所,トコロ
ところてん,トコロテン
所々,トコロドコロ
どさくさ,ドサクサ
登山,トザン
年,トシ
都市,トシ
どじ,ドジ
年上,トシウエ
年子,トシゴ
年越し,トシコシ
都市国家,トシコッカ
年頃,トシゴロ
年下,トシシタ
年月,トシツキ
年の暮れ,トシノクレ
戸締まり,トジマリ
土砂,ドシャ
図書,トショ
途上,トジョウ
土壌,ドジョウ
途上国,トジョウコク
図書館,トショカン
図書室,トショシツ
年寄り,トシヨリ
都心,トシン
度数,ドスウ
土星,ドセイ
塗装,トソウ
土足,ドソク
土台,ドダイ
途端,トタン
土地,トチ
土地柄,トチガラ
都知事,トチジ
途中,トチュウ
都庁,トチョウ
どちら,ドチラ
特価,トッカ
読解,ドッカイ
突起,トッキ
特急,トッキュウ
特級,トッキュウ
特許,トッキョ
ドッキング,ドッキング
ドック,ドック
徳利,トックリ
特訓,トックン
特権,トッケン
特攻,トッコウ
特効,トッコウ
特効薬,トッコウヤク
とっさ,トッサ
突然,トツゼン
取っ手,トッテ
取って置き,トッテオキ
ドット,ドット
突入,トツニュウ
突破,トッパ
突発,トッパツ
トップ,トップ
突風,トップウ
届け出,トドケデ
ドナー,ドナー
都内,トナイ
どなた,ドナタ
土鍋,ドナベ
隣,トナリ
殿様,トノサマ
賭博,トバク
飛び入り,トビイリ
飛び切り,トビキリ
飛び込み,トビコミ
飛び出し,トビダシ
トピック,トピック
土俵,ドヒョウ
扉,トビラ
渡米,トベイ
徒歩,トホ
途方,トホウ
土木,ドボク
トマト,トマト
戸惑い,トマドイ
泊まり,トマリ
止まり,トマリ
富,トミ
止め,トメ
友,トモ
共稼ぎ,トモカセギ
友達,トモダチ
共働き,トモバタラキ
土曜,ドヨウ
土曜日,ドヨウビ
虎,トラ
とら,トラ
トライ,トライ
渡来,トライ
ドライバー,ドライバ
ドライバー,ドライバー
ドライブ,ドライブ
ドライヤー,ドライヤー
ドラゴン,ドラゴン
トラック,トラック
トラップ,トラップ
ドラフト,ドラフト
トラブル,トラブル
トラベラー,トラベラー
ドラマ,ドラマ
ドラム,ドラム
ドラム缶,ドラムカン
どら息子,ドラムスコ
どら焼き,ドラヤキ
トランク,トランク
トランクス,トランクス
トランジスタ,トランジスタ
トランペット,トランペット
鳥,トリ
取り,トリ
ドリア,ドリア
取り合い,トリアイ
取り扱い,トリアツカイ
鳥居,トリイ
トリートメント,トリートメント
トリオ,トリオ
取り返し,トリカエシ
取り決め,トリキメ
取り消し,トリケシ
とりこ,トリコ
取り皿,トリザラ
取り締まり,トリシマリ
取り調べ,トリシラベ
取り立て,トリタテ
都立,トリツ
トリック,トリック
鳥肉,トリニク
取り外し,トリハズシ
鳥肌,トリハダ
取り引き,トリヒキ
トリプル,トリプル
ドリブル,ドリブル
取り分,トリブン
塗料,トリョウ
努力,ドリョク
ドリル,ドリル
ドリンク,ドリンク
ドル,ドル
トルネード,トルネード
どれ,ドレ
奴隷,ドレイ
トレー,トレー
トレード,トレード
トレーナー,トレーナー
トレーニング,トレーニング
トレーラー,トレーラー
ドレス,ドレス
ドレスアップ,ドレスアップ
ドレッシング,ドレッシング
泥,ドロ
ドロー,ドロー
泥だらけ,ドロダラケ
ドロップ,ドロップ
トロフィー,トロフィー
泥棒,ドロボウ
とろろ,トロロ
トロンボーン,トロンボーン
度忘れ,ドワスレ
トン,トン
豚,トン
丼,ドン
豚カツ,トンカツ
豚汁,トンジル
どんでん返し,ドンデンガエシ
トンネル,トンネル
丼,ドンブリ
丼物,ドンブリモノ
とんぼ,トンボ
問屋,トンヤ
名,ナ
菜,ナ
内科,ナイカ
内外,ナイガイ
内閣,ナイカク
内角,ナイカク
内閣総理大臣,ナイカクソウリダイジン
内緒,ナイショ
内職,ナイショク
内心,ナイシン
内申書,ナイシンショ
内線,ナイセン
内戦,ナイセン
内装,ナイソウ
内蔵,ナイゾウ
内臓,ナイゾウ
ナイター,ナイター
ナイチンゲール,ナイチンゲール
内定,ナイテイ
ナイフ,ナイフ
内部,ナイブ
内密,ナイミツ
内面,ナイメン
内野,ナイヤ
内野安打,ナイヤアンダ
内野手,ナイヤシュ
内容,ナイヨウ
内乱,ナイラン
ナイロン,ナイロン
苗,ナエ
苗木,ナエギ
直し,ナオシ
中,ナカ
仲,ナカ
長雨,ナガアメ
長生き,ナガイキ
長靴,ナガグツ
中ごろ,ナカゴロ
流し,ナガシ
中敷き,ナカジキ
流し台,ナガシダイ
長袖,ナガソデ
長旅,ナガタビ
長続き,ナガツヅキ
仲直り,ナカナオリ
中には,ナカニハ
中にも,ナカニモ
中庭,ナカニワ
長年,ナガネン
半ば,ナカバ
中程,ナカホド
仲間,ナカマ
仲間入り,ナカマイリ
仲間外れ,ナカマハズレ
中身,ナカミ
眺め,ナガメ
中休み,ナカヤスミ
中指,ナカユビ
仲良し,ナカヨシ
流れ,ナガレ
泣き,ナキ
鳴き声,ナキゴエ
泣き声,ナキゴエ
なぎさ,ナギサ
慰め,ナグサメ
投げ,ナゲ
嘆き,ナゲキ
仲人,ナコウド
名残,ナゴリ
情け,ナサケ
名指し,ナザシ
無し,ナシ
梨,ナシ
なじみ,ナジミ
ナショナル,ナショナル
謎,ナゾ
謎解き,ナゾトキ
なた,ナタ
雪崩,ナダレ
ナチュラル,ナチュラル
夏,ナツ
なつ印,ナツイン
夏時間,ナツジカン
納豆,ナットウ
納得,ナットク
夏場,ナツバ
夏祭り,ナツマツリ
夏休み,ナツヤスミ
夏痩せ,ナツヤセ
なでしこ,ナデシコ
ナトリウム,ナトリウム
七,ナナ
七つ,ナナツ
斜め,ナナメ
何,ナニ
何か,ナニカ
何事,ナニゴト
何々,ナニナニ
何分,ナニブン
何分,ナニブン
何者,ナニモノ
何物,ナニモノ
何より,ナニヨリ
七日,ナノカ
菜の花,ナノハナ
ナプキン,ナプキン
名札,ナフダ
鍋,ナベ
鍋底,ナベゾコ
鍋物,ナベモノ
鍋料理,ナベリョウリ
生意気,ナマイキ
名前,ナマエ
生クリーム,ナマクリーム
なます,ナマス
生卵,ナマタマゴ
生中継,ナマチュウケイ
生ビール,ナマビール
生放送,ナマホウソウ
生水,ナマミズ
生物,ナマモノ
なまり,ナマリ
鉛,ナマリ
波,ナミ
並み,ナミ
並み,ナミ
波風,ナミカゼ
並木,ナミキ
涙,ナミダ
なめくじ,ナメクジ
悩み,ナヤミ
習い,ナライ
習い事,ナライゴト
並び,ナラビ
鳴り,ナリ
成り立ち,ナリタチ
成り行き,ナリユキ
なりわい,ナリワイ
ナルト,ナルト
慣れ,ナレ
ナレーション,ナレーション
